sample_index,image_path,image_sha256,class_name,noisy_label,D3_STRICT_pred,B2_GCE07_pred,D3_STRICT_correct,B2_GCE07_correct,group,D3_STRICT_confidence,B2_GCE07_confidence,D3_STRICT_margin,B2_GCE07_margin,D3_STRICT_entropy,B2_GCE07_entropy,D3_STRICT_noisy_label_probability,B2_GCE07_noisy_label_probability,D3_STRICT_ce_loss,B2_GCE07_ce_loss,D3_STRICT_gce_q07,B2_GCE07_gce_q07,D3_STRICT_flip_pred,B2_GCE07_flip_pred,D3_STRICT_flip_pred_agree,B2_GCE07_flip_pred_agree,D3_STRICT_flip_jsd,B2_GCE07_flip_jsd,D3_STRICT_tta_pred,B2_GCE07_tta_pred,D3_STRICT_tta_correct,B2_GCE07_tta_correct,clip_flip_cosine,knn_label_agreement,knn_majority_label,knn_majority_fraction,knn_support_D3_STRICT_pred,knn_support_B2_GCE07_pred,nearest_train_similarity,mean_topk_similarity,prototype_label_similarity,prototype_top1_label,prototype_top1_similarity,prototype_second_similarity,prototype_margin,prototype_supports_noisy_label,prototype_similarity_D3_STRICT_pred,prototype_similarity_B2_GCE07_pred,dedup_metadata_available,cross_class_duplicate_conflict
222,/home/lux1/noise/train/0010/aaab64db25a54afdad94aeb110c6597c.jpg,aadb0bf1904e9219de5b6609e5b54b14c85ba378d6803aadec32d3056742c05e,10,10,10,448,True,False,D3_STRICT_only_correct,0.20172152,0.44005114,0.080364175,0.17910957,2.9773521,1.5139636,0.20172152,0.26094157,1.6008672,1.3434588,0.9627403,0.87076664,10,10,True,False,0.09130063,0.14723486,10,10,True,True,0.98436487,0.25,10,0.25,0.25,0.0,0.8692621,0.8209036,0.79455334,184,0.82013935,0.8134289,0.0067104697,False,0.79455334,0.8048064,True,False
249,/home/lux1/noise/train/0011/ffd54d9df0974501b15774c485eff5e0.jpg,ac1106294fd350969b921f7621a0acdc6c24a168d4add7dce5ea43f6dd8124b7,11,11,11,111,True,False,D3_STRICT_only_correct,0.5320144,0.5235306,0.3292706,0.18376896,1.7741426,1.242582,0.5320144,0.33976164,0.6310846,1.0795109,0.5101366,0.7575691,11,11,True,False,0.050567906,0.044089034,11,111,True,False,0.98396695,0.05,111,0.2,0.05,0.2,0.898051,0.8813583,0.88129085,11,0.88129085,0.8803697,0.0009211302,True,0.88129085,0.87975883,True,False
278,/home/lux1/noise/train/0013/63b7d31c671547beb14ed55f42b3870a.jpg,8774db57b8afede5e7dcc6abff2b6691da3cd49398fe4d76fddb6725af5426c2,13,13,13,325,True,False,D3_STRICT_only_correct,0.16184786,0.25091422,0.06447945,0.07168454,3.4587631,2.5940995,0.16184786,0.17922968,1.8210986,1.7190871,1.0292921,0.99973774,13,325,True,True,0.029930258,0.043750897,13,325,True,False,0.9868003,0.05,334,0.1,0.05,0.0,0.92009014,0.89742786,0.90523875,13,0.90523875,0.903298,0.0019407272,True,0.90523875,0.89826566,True,False
297,/home/lux1/noise/train/0014/59c564e694e742208950f6878a7a2bde.jpg,6acba01944f99a2b5362992d6abaa2f46cc80343aac36f0e0b43253d89d2c776,14,14,14,57,True,False,D3_STRICT_only_correct,0.41671997,0.45401227,0.1011582,0.040320188,1.6103786,1.0988997,0.41671997,0.4136921,0.8753408,0.8826333,0.65447867,0.65842026,14,14,True,False,0.01006934,0.017682936,14,57,True,False,0.9789227,0.3,57,0.35,0.3,0.35,0.9266664,0.90517014,0.88406867,57,0.9007287,0.8864832,0.01424551,False,0.88406867,0.9007287,True,False
301,/home/lux1/noise/train/0014/9134e64a9e9d462b9317c8a015d9c587.jpg,1c751dc192789f4863c1b0f62c1fe8100a3a9acabfff140878187bdb305a3244,14,14,14,63,True,False,D3_STRICT_only_correct,0.30782095,0.3538604,0.12969485,0.0058225095,2.4113717,1.8213662,0.30782095,0.3480379,1.178237,1.0554438,0.8023749,0.7461691,14,14,True,False,0.014148049,0.0106883235,14,14,True,True,0.9932629,0.25,14,0.25,0.25,0.0,0.9025444,0.8880479,0.8828709,14,0.8828709,0.8757115,0.007159412,True,0.8828709,0.85034454,True,False
354,/home/lux1/noise/train/0016/e07c581e4ed04d7785d77bed87a6828e.jpg,44c41994a00c68f1698ae4c75fbe681297dcdcde9ea56b305a0e98f51be9ff61,16,16,16,219,True,False,D3_STRICT_only_correct,0.42987138,0.26604992,0.30369067,0.13408609,2.9079733,3.0202148,0.42987138,0.006075362,0.8442693,5.1035137,0.6374577,1.3884476,16,219,True,True,0.012314668,0.019164305,16,219,True,False,0.9837254,0.2,16,0.2,0.2,0.05,0.956898,0.8681427,0.73717207,176,0.7808686,0.7776392,0.0032293797,False,0.73717207,0.71641564,True,False
355,/home/lux1/noise/train/0017/01e68755ee43420d9dc79640e437bdf3.jpg,8373aedad033533953b7c6a0148a3b765f2c7aa510fcfe0e01ce131210201fa9,17,17,17,486,True,False,D3_STRICT_only_correct,0.43007934,0.37669754,0.009114951,0.1116299,1.4685031,1.9754647,0.43007934,0.26506764,0.8437856,1.3277702,0.63718975,0.8646071,17,17,True,False,0.027462374,0.047453694,17,17,True,True,0.98873895,0.2,17,0.2,0.2,0.1,0.9163751,0.86483526,0.82297254,2,0.8401775,0.8352658,0.004911661,False,0.82297254,0.830489,True,False
446,/home/lux1/noise/train/0021/a44c7e88ceec4cc590739acc7450def9.jpg,bbe7b936c0628df4e9ca803801b5eecd9c2d204d4cb513dd0beca033345dc791,21,21,21,162,True,False,D3_STRICT_only_correct,0.30768377,0.2860586,0.11109209,0.05972597,2.6211739,2.128512,0.30768377,0.0068960637,1.1786827,4.9768047,0.8025703,1.3847262,130,130,False,False,0.11358531,0.14170791,130,130,False,False,0.89766884,0.15,130,0.25,0.15,0.05,0.8923297,0.7464425,0.56389344,162,0.62572324,0.5820222,0.043701053,False,0.56389344,0.62572324,True,False
447,/home/lux1/noise/train/0021/a50a110b5da344778079496fb94c8dd8.jpg,4c2f602b234f8f8f3d9953730882665b2376e6d85fe815f1fdb225749203985b,21,21,21,315,True,False,D3_STRICT_only_correct,0.38191336,0.35831258,0.2346204,0.09484869,2.4792678,2.120066,0.38191336,0.022258393,0.9625615,3.805036,0.7003267,1.328997,21,267,True,False,0.024008479,0.07864931,21,267,True,False,0.9919623,0.1,229,0.2,0.1,0.15,0.9232483,0.90951014,0.8969057,315,0.9218009,0.91015714,0.011643767,False,0.8969057,0.9218009,True,False
448,/home/lux1/noise/train/0021/aa320e9517d244b18019ff0ad7b19e53.jpg,4d481e0fc3ced88c56fb55c700342423667583fcce853a1e4183f66d33b4b6bb,21,21,21,210,True,False,D3_STRICT_only_correct,0.32455817,0.35847354,0.20423612,0.0063090622,2.5592022,1.5370914,0.32455817,0.35216448,1.1252905,1.0436568,0.7787309,0.74051535,21,22,True,False,0.025140503,0.06381987,21,21,True,True,0.985852,0.05,210,0.15,0.05,0.15,0.8815328,0.8562005,0.82741165,210,0.8362721,0.829612,0.006660104,False,0.82741165,0.8362721,True,False
477,/home/lux1/noise/train/0022/d562f2a99a6048efb8e0a18757fffecf.jpg,3225de68ff959b499146959c19946b9ae7b81252de50e1f6a5cb4f314f61c46a,22,22,22,229,True,False,D3_STRICT_only_correct,0.2551258,0.36494377,0.07261902,0.15545273,2.4971154,2.0764847,0.2551258,0.20949104,1.3659986,1.5630742,0.87949854,0.95025223,22,22,True,False,0.028501127,0.03214406,22,229,True,False,0.9922763,0.2,22,0.2,0.2,0.2,0.9254738,0.9100488,0.87724435,229,0.9083955,0.9001322,0.0082633495,False,0.87724435,0.9083955,True,False
488,/home/lux1/noise/train/0023/6bc61fea0dbe474c8ac6935fff7b6e9b.jpg,aab22c41ec47b1b24bdc15ec8190323913c62f530573dd1abebd3bc2034fd875,23,23,23,15,True,False,D3_STRICT_only_correct,0.44093716,0.51331866,0.17670557,0.32776743,1.7208369,1.3756275,0.44093716,0.18555124,0.8188529,1.6844242,0.6232567,0.9892052,23,15,True,True,0.010042443,0.028608326,23,15,True,False,0.9920419,0.15,358,0.25,0.15,0.2,0.8872456,0.8735625,0.8867759,15,0.8935518,0.8867759,0.0067759156,False,0.8867759,0.8935518,True,False
492,/home/lux1/noise/train/0023/8447076f9ee34ad4aed17caeea9e8b6a.jpg,b72036b9f6ad89df394e1c3def84b3599249f0b4044b5357326ce6662d801702,23,23,23,143,True,False,D3_STRICT_only_correct,0.3035776,0.51696354,0.025872618,0.27196482,1.9054296,1.3618494,0.3035776,0.04486754,1.192118,3.1040406,0.80843,1.2659212,286,143,False,True,0.010239634,0.008046478,286,143,False,False,0.9924885,0.1,143,0.25,0.1,0.25,0.92199737,0.8979619,0.892497,143,0.9081697,0.90233195,0.0058377385,False,0.892497,0.9081697,True,False
545,/home/lux1/noise/train/0026/1ef32ef5bf844aee9c12efa413cc23bf.jpg,208459eb55992872551a660d6664dd407e5b3fa4c0ddd86fb8091e185c62846e,26,26,26,253,True,False,D3_STRICT_only_correct,0.64386016,0.46489707,0.50373775,0.19906378,1.4993358,1.5368972,0.64386016,0.2658333,0.44027373,1.3248858,0.37889352,0.8634673,26,26,True,False,0.007864419,0.040948454,26,26,True,True,0.9904779,0.15,188,0.2,0.15,0.2,0.87505084,0.8512581,0.8708924,253,0.87296736,0.8728712,9.614229e-05,False,0.8708924,0.87296736,True,False
573,/home/lux1/noise/train/0027/82913ac3d95d4094b1b5067cd55591c2.jpg,2a6ab506640177d211954ad24a3d5709ed075632def5dc29f7b6f6cc683be0d0,27,27,27,280,True,False,D3_STRICT_only_correct,0.06466637,0.22345152,0.009046357,0.060180932,4.6065054,2.9268346,0.06466637,0.036147226,2.738514,3.3201551,1.2184952,1.2887563,477,280,False,True,0.08392353,0.08307599,72,280,False,False,0.94496256,0.1,27,0.1,0.1,0.0,0.97095114,0.91426545,0.51213956,379,0.5695483,0.55732065,0.012227654,False,0.51213956,0.49523884,True,False
648,/home/lux1/noise/train/0031/3447ab1c5343450e8baf56c3f31738a5.jpg,991bd8b0ff03cda15fd21b49cb7e9af70739dfa22e02447650bab443930c28dc,31,31,31,402,True,False,D3_STRICT_only_correct,0.35062605,0.40353212,0.11989236,0.075045824,2.224419,1.4706578,0.35062605,0.3284863,1.0480349,1.1132601,0.74262077,0.7732354,31,31,True,False,0.005826883,0.011383256,31,31,True,True,0.9962542,0.25,402,0.45,0.25,0.45,0.9028528,0.88517916,0.8670714,402,0.8861545,0.8679402,0.018214285,False,0.8670714,0.8861545,True,False
659,/home/lux1/noise/train/0031/d5e35c4193d4449bbb4a860dae3ced72.jpg,9a8b29350d30464fe5d3c11e10efd1fca57ced7f30adf1e830771922ffc0c6ec,31,31,31,303,True,False,D3_STRICT_only_correct,0.4286603,0.41009524,0.018014789,0.09302318,1.2691531,1.1636333,0.4286603,0.26136914,0.8470905,1.3418216,0.63901854,0.870127,498,498,False,False,0.019456826,0.019232891,498,498,False,False,0.99130994,0.25,498,0.45,0.25,0.1,0.9214294,0.8884567,0.8921454,498,0.9007352,0.8921454,0.008589804,False,0.8921454,0.88794863,True,False
814,/home/lux1/noise/train/0039/3ef689c07cf3486bb4e75d2dad38e214.jpg,b8e4099a38091e63ffa7445dc5ea129621f7f50a88049b88b528124857f4ce41,39,39,39,49,True,False,D3_STRICT_only_correct,0.4061683,0.29684806,0.28190398,0.024190784,2.3963327,1.8600014,0.4061683,0.27265728,0.9009876,1.2995397,0.6682519,0.85335153,39,39,True,False,0.010212583,0.03215018,39,39,True,True,0.9931879,0.0,49,0.25,0.0,0.25,0.9374492,0.89810467,0.8601736,462,0.866768,0.8601736,0.0065944195,False,0.8601736,0.8556257,True,False
838,/home/lux1/noise/train/0040/5a8fbcd8956b443f822418215272ddd9.jpg,24058787edde8c675ebdf414c4420e1e69d80abd5bad9005169d8f232378b741,40,40,40,228,True,False,D3_STRICT_only_correct,0.2295618,0.50168896,0.018850505,0.20462379,3.0124443,1.448323,0.2295618,0.10184297,1.471583,2.2843232,0.9186166,1.1398668,40,228,True,True,0.00859762,0.005395542,40,228,True,False,0.99429893,0.2,40,0.2,0.2,0.2,0.9967407,0.8949043,0.8626396,228,0.89661694,0.88523555,0.011381388,False,0.8626396,0.89661694,True,False
854,/home/lux1/noise/train/0041/25754c02883c4f4683e2b1ba83da76f2.jpg,18dd55811b8316e1ed11555a894c41f0b4c1c41c694beef658c97bc4a9c729bb,41,41,41,421,True,False,D3_STRICT_only_correct,0.21917935,0.8065468,0.037640437,0.7350276,2.5233023,0.825722,0.21917935,0.07151919,1.517865,2.6377895,0.93487304,1.2031487,41,421,True,True,0.021333735,0.04119213,41,421,True,False,0.98661685,0.2,324,0.3,0.2,0.1,0.85044956,0.799103,0.7891981,41,0.7891981,0.7811417,0.008056402,True,0.7891981,0.7811417,True,False
882,/home/lux1/noise/train/0042/7ea599bd0ab04650996f493a964c5292.jpg,c45f269ffd617a21764d0e051d7d525cc827212f13274180ce09dca87b80c849,42,42,42,392,True,False,D3_STRICT_only_correct,0.37224436,0.32703522,0.23314866,0.031498134,2.197406,1.6302973,0.37224436,0.29553708,0.9882047,1.2189609,0.7132822,0.81997365,42,392,True,True,0.02195343,0.04198046,42,392,True,False,0.98957896,0.1,392,0.3,0.1,0.3,0.93603694,0.9108672,0.9163913,392,0.9252076,0.9242628,0.0009447932,False,0.9163913,0.9252076,True,False
883,/home/lux1/noise/train/0042/8aa05cabfd004243baf00175c6f5e35f.jpg,b900eef00d33775545913024db941dfca76c998d9574cbed84b693545858670a,42,42,42,349,True,False,D3_STRICT_only_correct,0.284251,0.39674106,0.10758327,0.1931106,2.2452302,1.7674098,0.284251,0.20363046,1.2578976,1.5914483,0.8363374,0.9596588,42,349,True,True,0.007791931,0.005399757,42,349,True,False,0.9957955,0.1,203,0.25,0.1,0.1,0.94979507,0.9367954,0.93164915,349,0.95249194,0.9491653,0.0033266544,False,0.93164915,0.95249194,True,False
896,/home/lux1/noise/train/0043/439d04583b87421a8c6d91118afb3998.jpg,b501265117db2d2c2a2f7a5f70eb045433be89a58509db0ff13338cc8cc44150,43,43,43,120,True,False,D3_STRICT_only_correct,0.28724447,0.43489465,0.07177475,0.030652821,2.170814,1.2562387,0.28724447,0.40424183,1.2474216,0.90574205,0.8319785,0.670778,43,43,True,False,0.03246729,0.05119197,43,43,True,True,0.99288374,0.3,120,0.35,0.3,0.35,0.9187221,0.9082689,0.9257908,105,0.93378556,0.9326886,0.0010969639,False,0.9257908,0.9326886,True,False
954,/home/lux1/noise/train/0045/f4157110107c4b6787c6dc0311b56dd0.jpg,a6a7ec88a509aaa4c9dc2c68be846c0a3b152756ca8ca845851a58276798a262,45,45,45,196,True,False,D3_STRICT_only_correct,0.36261466,0.64208317,0.02686435,0.4471919,1.6896499,0.9778522,0.36261466,0.14361887,1.0144145,1.9405922,0.72628593,1.0613314,196,196,False,True,0.02092475,0.013868768,196,196,False,False,0.9938833,0.1,196,0.5,0.1,0.5,0.9345479,0.9161994,0.89621663,196,0.914869,0.9063524,0.00851661,False,0.89621663,0.914869,True,False
976,/home/lux1/noise/train/0047/003f6ac9d4b245a0a22830131618489a.jpg,a0fba2f4c8df249d04034381c53201937839034beeb1e74cd7860fd361730b52,47,47,47,229,True,False,D3_STRICT_only_correct,0.56834066,0.4488047,0.45380363,0.05306554,1.6342626,1.2695934,0.56834066,0.39573917,0.5650343,0.927,0.46667552,0.6819709,47,229,True,True,0.016984433,0.008037021,47,229,True,False,0.9905573,0.4,229,0.45,0.4,0.45,0.88517535,0.8708126,0.86822647,229,0.8708093,0.86822647,0.002582848,False,0.86822647,0.8708093,True,False
982,/home/lux1/noise/train/0047/6a9e1fb03afa47069a254296e4e9f884.jpg,f59a8ead35eb80e4f916655c4e08ed5f32eac5bdb1bf3efc360601e2afcf2037,47,47,47,422,True,False,D3_STRICT_only_correct,0.53051543,0.56941473,0.4118591,0.46310237,2.1872709,1.7628942,0.53051543,0.10631237,0.6339062,2.2413735,0.5119488,1.1310552,47,422,True,True,0.053250298,0.044243865,47,422,True,False,0.9911856,0.0,49,0.1,0.0,0.1,0.8945775,0.87303036,0.8696375,422,0.8798612,0.87241495,0.0074462295,False,0.8696375,0.8798612,True,False
984,/home/lux1/noise/train/0047/78767417039a415d8cff4be22a88187b.jpg,96d7444553fe09ec4f21ce960f1fcd1da634ab79d283791df2c7b38803b8cac0,47,47,47,21,True,False,D3_STRICT_only_correct,0.16539684,0.2527553,0.03255914,0.11588462,3.5745463,2.8905091,0.16539684,0.095717914,1.7994076,2.3463497,1.0231833,1.1521338,61,441,False,False,0.14446633,0.19895858,61,441,False,False,0.8066576,0.1,261,0.15,0.1,0.0,0.81348705,0.77357864,0.74740803,441,0.78155506,0.77718455,0.0043705106,False,0.74740803,0.7656079,True,False
990,/home/lux1/noise/train/0047/bf561cd1d6cd4f37997a180270fb10dc.jpg,e435007a3e90cbda0a4b0090100cbcb0ec0973edee780aab1fd1e9b05b01058e,47,47,47,51,True,False,D3_STRICT_only_correct,0.14210576,0.1928859,0.09369093,0.07318718,4.511345,3.6511142,0.14210576,0.05418908,1.9511837,2.915276,1.0640441,1.2429448,47,51,True,True,0.051106475,0.051915176,47,51,True,False,0.9859202,0.15,39,0.15,0.15,0.05,0.92830306,0.8761493,0.8157246,51,0.8296079,0.8260638,0.0035440922,False,0.8157246,0.8296079,True,False
1007,/home/lux1/noise/train/0048/4fd750fc2b1742db9fc6f76c26e81b5c.jpg,ca0d30f65d80e8a2f4994ab76dc29905ddc6abebecb4da0fd61d00a57060ba13,48,48,48,212,True,False,D3_STRICT_only_correct,0.2663491,0.16195878,0.180854,0.07089809,3.8719275,3.5962894,0.2663491,0.09035675,1.3229474,2.4039896,0.8626999,1.1630654,48,444,True,False,0.05609022,0.14656597,48,212,True,False,0.97019225,0.2,48,0.2,0.2,0.0,0.7829764,0.7439133,0.62870276,420,0.7137807,0.7135713,0.00020939112,False,0.62870276,0.70023024,True,False
1116,/home/lux1/noise/train/0053/d9bd55c942814d0081b62c4353883106.jpg,e31ec622e8b2bf42bae08f7636940c20973aa72c45cd00bd7076af34ba8227dd,53,53,53,214,True,False,D3_STRICT_only_correct,0.637246,0.52873373,0.49889767,0.22798389,1.4458106,1.2622727,0.637246,0.0049269865,0.45059946,5.313028,0.38645327,1.393921,53,214,True,True,0.00286357,0.003646383,53,214,True,False,0.9960506,0.2,64,0.45,0.2,0.2,0.9310802,0.90957487,0.8570082,64,0.90236473,0.88014436,0.022220373,False,0.8570082,0.88014436,True,False
1132,/home/lux1/noise/train/0054/772c37eaf8b34756bea13971fbfe8bd1.jpg,30a2645bcdfd80e4ac5476f84dc748dd62e6203d20232b30da34e3149ffc522f,54,54,54,285,True,False,D3_STRICT_only_correct,0.82479954,0.55709803,0.76044875,0.19085222,0.8931522,1.0395831,0.82479954,0.004917852,0.19261491,5.314883,0.18019421,1.393966,54,448,True,False,0.02057834,0.008812619,54,285,True,False,0.9912059,0.3,54,0.3,0.3,0.1,0.9244175,0.9078747,0.84104455,91,0.89913625,0.88619685,0.0129393935,False,0.84104455,0.88601446,True,False
1138,/home/lux1/noise/train/0054/dca7b3c418324bb59f2b1480e4d2a1cb.jpg,921843b6010e3d1c90356e88cbc3c70c174ac88a3461aa526968b07c9b270fe0,54,54,54,103,True,False,D3_STRICT_only_correct,0.14069803,0.25518727,0.034496367,0.07456653,3.1104422,2.162903,0.14069803,0.06693776,1.9611393,2.703992,1.0665755,1.2133567,44,54,False,False,0.07655081,0.11844735,44,103,False,False,0.8985743,0.0,156,0.25,0.0,0.0,0.9101968,0.8922308,0.8378525,103,0.85762143,0.8432643,0.01435715,False,0.8378525,0.85762143,True,False
1145,/home/lux1/noise/train/0055/3da5064f1949472396787f3f1a0d0823.jpg,895b2da904bd8a3a055ac91a44f95b0e614f1b6da693e55fdd731feaa101f065,55,55,55,88,True,False,D3_STRICT_only_correct,0.2633243,0.44248128,0.034992754,0.06412029,2.555897,1.3283939,0.2633243,0.378361,1.334369,0.97190654,0.86720604,0.705075,55,88,True,True,0.04774826,0.042650588,55,88,True,False,0.98657346,0.65,55,0.65,0.65,0.0,0.88825095,0.86998177,0.90523833,55,0.90523833,0.87057734,0.034660995,True,0.90523833,0.87057734,True,False
1162,/home/lux1/noise/train/0056/0a7c8333ef2c48b3bb67f90a3e077ea5.jpg,1f5f1eb88cf054a564490299c47c71ef27fde22b87b8d8d6843f704445d33418,56,56,56,261,True,False,D3_STRICT_only_correct,0.8159006,0.24737127,0.78186727,0.042083517,1.1305189,2.7500052,0.8159006,0.09333588,0.20346272,2.3715506,0.1896378,1.1569675,56,97,True,False,0.013862201,0.07733065,56,97,True,False,0.9858904,0.15,97,0.2,0.15,0.15,0.9503679,0.9052123,0.85354257,93,0.8663574,0.857285,0.009072363,False,0.85354257,0.8486536,True,False
