sample_index,image_path,image_sha256,class_name,noisy_label,D3_STRICT_pred,B2_GCE07_pred,D3_STRICT_correct,B2_GCE07_correct,group,D3_STRICT_confidence,B2_GCE07_confidence,D3_STRICT_margin,B2_GCE07_margin,D3_STRICT_entropy,B2_GCE07_entropy,D3_STRICT_noisy_label_probability,B2_GCE07_noisy_label_probability,D3_STRICT_ce_loss,B2_GCE07_ce_loss,D3_STRICT_gce_q07,B2_GCE07_gce_q07,D3_STRICT_flip_pred,B2_GCE07_flip_pred,D3_STRICT_flip_pred_agree,B2_GCE07_flip_pred_agree,D3_STRICT_flip_jsd,B2_GCE07_flip_jsd,D3_STRICT_tta_pred,B2_GCE07_tta_pred,D3_STRICT_tta_correct,B2_GCE07_tta_correct,clip_flip_cosine,knn_label_agreement,knn_majority_label,knn_majority_fraction,knn_support_D3_STRICT_pred,knn_support_B2_GCE07_pred,nearest_train_similarity,mean_topk_similarity,prototype_label_similarity,prototype_top1_label,prototype_top1_similarity,prototype_second_similarity,prototype_margin,prototype_supports_noisy_label,prototype_similarity_D3_STRICT_pred,prototype_similarity_B2_GCE07_pred,dedup_metadata_available,cross_class_duplicate_conflict
375,/home/lux1/noise/train/0017/fbc50f608ab441ba8266a0d797957e68.jpg,0e2c33d42e43001f9c620a6c27c54a9b1d852940ea7912f548f3bb8658faa414,17,17,486,17,False,True,B2_GCE07_only_correct,0.4740462,0.5091159,0.0020799935,0.22778857,0.95230776,1.0791324,0.4719662,0.5091159,0.7508479,0.67507964,0.5839938,0.5379901,17,401,False,False,0.01132481,0.040959697,17,17,True,True,0.9910559,0.4,17,0.4,0.4,0.4,0.9133919,0.8901494,0.903293,486,0.9049734,0.903293,0.0016803741,False,0.9049734,0.903293,True,False
451,/home/lux1/noise/train/0021/b852800935404c20924b62adab89a96e.jpg,b5cc8f55db252e6087facf9fa995c3fa01ee960a7a641dbcd0eaf7abfccb4ca5,21,21,22,21,False,True,B2_GCE07_only_correct,0.26650658,0.28055376,0.06041871,0.07075788,2.6938913,2.1318774,0.20608787,0.28055376,1.5794526,1.2709899,0.9557048,0.8417402,21,21,False,True,0.029220069,0.02337004,22,21,False,True,0.9953153,0.05,223,0.15,0.05,0.05,0.9303032,0.8883937,0.90089095,21,0.90089095,0.8955985,0.005292475,True,0.8704649,0.90089095,True,False
485,/home/lux1/noise/train/0023/36cfb6fd1e0f46059a3fd94707bfe2d5.jpg,8b29f47ee73ed2d8d36759a0449ec8f00c6fe847c518c3155cac2c91d4af848a,23,23,286,23,False,True,B2_GCE07_only_correct,0.23491679,0.50894266,0.017227858,0.16399664,2.2044585,1.2274863,0.19664511,0.50894266,1.6263546,0.67541987,0.97097754,0.53820217,23,23,False,True,0.02343323,0.014324157,286,23,False,True,0.971776,0.3,23,0.3,0.3,0.3,0.96322536,0.91139525,0.90219253,286,0.91126615,0.90341234,0.007853806,False,0.91126615,0.90219253,True,False
491,/home/lux1/noise/train/0023/7835044c5913403faed2e189f3992b07.jpg,9f47b4f4a2d09dd23be34489d0161b6ae04498901ec00458a88a28aebb14e2f9,23,23,379,23,False,True,B2_GCE07_only_correct,0.30577967,0.5106939,0.17221506,0.20457914,2.721485,1.5025107,0.07237749,0.5106939,2.6258597,0.6719849,1.2012584,0.53605866,379,23,True,True,0.023775099,0.018002443,379,23,False,True,0.9812525,0.3,23,0.3,0.0,0.3,0.8878054,0.84859693,0.85079175,361,0.85601866,0.85079175,0.00522691,False,0.7945452,0.85079175,True,False
502,/home/lux1/noise/train/0024/4399ec91711e4ab88ab9fa61eafb8c37.jpg,fd39242364b0f434b531861aad4318998e24e309eecc76f1e3ee45ce95ed5773,24,24,207,24,False,True,B2_GCE07_only_correct,0.5348287,0.5539175,0.2810003,0.2212745,1.4868121,1.1506903,0.25382844,0.5539175,1.3710966,0.5907395,0.88145447,0.4838287,207,24,True,True,0.010566626,0.0062693143,207,24,False,True,0.9918704,0.1,206,0.35,0.05,0.1,0.927793,0.90217304,0.8404427,206,0.87478286,0.85805494,0.016727924,False,0.85805494,0.8404427,True,False
541,/home/lux1/noise/train/0026/16c4cba9855b4cd398664d0644a54d43.jpg,0a47c170870f949a80dfc82aeea1c6d335c3d7591c00d49c0a0907b9f3d48e1c,26,26,48,26,False,True,B2_GCE07_only_correct,0.16893819,0.4134187,0.011091813,0.23036198,2.917042,2.073113,0.15784638,0.4134187,1.8461331,0.88329434,1.0362282,0.6587765,48,26,True,True,0.026003378,0.032248273,48,26,False,True,0.9932572,0.15,243,0.2,0.1,0.15,0.98241156,0.8801939,0.8789991,48,0.8810579,0.8789991,0.002058804,False,0.8810579,0.8789991,True,False
554,/home/lux1/noise/train/0026/b685a7a7932347a0aef036def6945830.jpg,be03021f7da4389d968580d2af538ff7ff25dde424d20409ddb97870fefe476e,26,26,188,26,False,True,B2_GCE07_only_correct,0.10898503,0.42787406,0.00029156357,0.33602923,3.517852,2.1419897,0.108693466,0.42787406,2.2192237,0.84892637,1.1264063,0.64003253,269,26,False,True,0.060176756,0.075498916,269,26,False,True,0.9917774,0.05,92,0.2,0.05,0.05,0.8823809,0.8604099,0.8657613,26,0.8657613,0.8614532,0.0043081045,True,0.8489245,0.8657613,True,False
565,/home/lux1/noise/train/0027/22ba47ad92394eac8f7c027f78daf107.jpg,c30ec3968ad2afcd5983e8c2c1a584f25005932e3bce2575af1d8ba233573641,27,27,261,27,False,True,B2_GCE07_only_correct,0.32022658,0.5475305,0.048189312,0.298504,2.127935,1.3314464,0.27203727,0.5475305,1.3018162,0.6023372,0.8542674,0.49146748,261,261,True,False,0.016838906,0.03295191,261,27,False,True,0.9812869,0.4,27,0.4,0.2,0.4,0.9528402,0.9190842,0.9128184,261,0.9391295,0.9283142,0.010815263,False,0.9391295,0.9128184,True,False
582,/home/lux1/noise/train/0027/fe0c080c27c64ae9b443b0d52fe6ddeb.jpg,e20c3c4a1d901f48eb8bbce0e9f6f381872b7091439c4918a4719580462bc604,27,27,332,27,False,True,B2_GCE07_only_correct,0.37917477,0.5791805,0.078571916,0.2578539,2.3206227,1.2546778,0.30060285,0.5791805,1.2019653,0.54614115,0.81268996,0.4538698,27,27,False,True,0.091589846,0.08219388,27,27,True,True,0.9825511,0.3,332,0.55,0.55,0.3,0.94826365,0.93696153,0.8582547,332,0.9023301,0.88791186,0.014418244,False,0.9023301,0.8582547,True,False
583,/home/lux1/noise/train/0028/05cb79961923426dab8e76443d7d9ba6.jpg,0863de2ca551efe473960e96692a351e507f724012c8d0282e2a09e2446010c4,28,28,242,28,False,True,B2_GCE07_only_correct,0.35203636,0.86587584,0.06941822,0.83564126,2.7255323,0.80693734,0.28261814,0.86587584,1.2636588,0.14401372,0.8387209,0.13699268,28,28,False,True,0.0079477895,0.004554606,242,28,False,True,0.99372816,0.4,28,0.4,0.05,0.4,0.7258455,0.7038297,0.7110548,28,0.7110548,0.68630105,0.02475375,True,0.6642134,0.7110548,True,False
588,/home/lux1/noise/train/0028/24e2b18aa6944a8a89ea117ef58fa16f.jpg,dc6918a9187803b1d1bbfe8462443c239fb551aa62197318e2461233e23676ae,28,28,242,28,False,True,B2_GCE07_only_correct,0.4766741,0.9627059,0.036061764,0.947636,1.0268887,0.21938449,0.44061235,0.9627059,0.8195899,0.03800733,0.623672,0.037506137,28,28,False,True,0.0036382177,0.0023746602,28,28,True,True,0.98681647,0.75,28,0.75,0.1,0.75,0.93767357,0.81127036,0.80913466,28,0.80913466,0.78146595,0.027668715,True,0.7618575,0.80913466,True,False
685,/home/lux1/noise/train/0032/f19d9f55c0e54cea88400c1bef7eabc2.jpg,3c1c9d6577bd72092bfd27f6910d6afde684da59e87c413bf4985d12cd5bdea0,32,32,46,32,False,True,B2_GCE07_only_correct,0.32985383,0.46345845,0.076158136,0.15619776,2.2556412,1.6053678,0.2536957,0.46345845,1.3716197,0.76903856,0.8816548,0.59467995,32,32,False,True,0.051116634,0.06769054,32,32,True,True,0.9903189,0.15,32,0.15,0.0,0.15,0.8108859,0.79211336,0.7606047,32,0.7606047,0.7596248,0.0009799004,True,0.74162984,0.7606047,True,False
700,/home/lux1/noise/train/0033/8ff3a53900e9417aba55b06190695774.jpg,06d88a139107fd1b782ad8dc41dd59442ed45c33ee55cc4cbced52a8609bdc85,33,33,13,33,False,True,B2_GCE07_only_correct,0.34876865,0.7954618,0.16666535,0.65892375,2.884328,0.783236,0.1821033,0.7954618,1.7031811,0.2288325,0.99493635,0.21144561,13,33,True,True,0.021449491,0.024855696,13,33,False,True,0.99129236,0.2,33,0.2,0.15,0.2,0.8987315,0.86044073,0.813891,13,0.8158242,0.81428707,0.0015371442,False,0.8158242,0.813891,True,False
753,/home/lux1/noise/train/0036/297e9e0ec6e24f3d8d27680b5383c116.jpg,4c45e6ddd68b9028e01cab7966c52ac3b726b83638dbc6e5e8d8603fac255c0b,36,36,247,36,False,True,B2_GCE07_only_correct,0.3146945,0.5145955,0.22105666,0.2900669,2.8482015,1.6005629,0.09363784,0.5145955,2.3683207,0.66437405,1.1563528,0.5312911,247,36,True,True,0.07332517,0.14839876,247,36,False,True,0.9171156,0.0,154,0.25,0.0,0.0,0.73250455,0.7005519,0.59229314,230,0.6747209,0.66676396,0.007956922,False,0.6585546,0.59229314,True,False
804,/home/lux1/noise/train/0038/ac6b234e5fda4250a9f5a83ed863770e.jpg,7b82e35ed2dd5f6475ac2aecc2747d5f0ea8567182774af9e5e168d74f37b391,38,38,16,38,False,True,B2_GCE07_only_correct,0.0518129,0.17389034,0.0072982423,0.072191246,4.7195272,3.827567,0.018237488,0.17389034,4.0042763,1.7493304,1.3419596,1.0087209,347,38,False,True,0.089450106,0.085235715,347,38,False,True,0.97853136,0.0,134,0.1,0.0,0.0,0.8946157,0.8775325,0.7974859,3,0.8554614,0.85415053,0.001310885,False,0.8464213,0.7974859,True,False
817,/home/lux1/noise/train/0039/75b1474ccb274261b4e1f6ca98141719.jpg,09bc4fe2ec132482641976cbc52e7087589628d75ace9fce8da22c6d50461dd8,39,39,463,39,False,True,B2_GCE07_only_correct,0.14109659,0.14685136,0.04710497,0.05621513,3.7029285,3.4641135,0.09399162,0.14685136,2.3645496,1.9183344,1.1556332,1.0555648,39,39,False,True,0.10484004,0.106986746,39,39,True,True,0.957101,0.0,318,0.2,0.0,0.0,0.9202528,0.88171864,0.7940072,335,0.8260232,0.8238323,0.0021909475,False,0.80160314,0.7940072,True,False
839,/home/lux1/noise/train/0040/69cb4a021a9445df81d2bd5e0517777e.jpg,b6c89f114cee5c2f288fbf11256b04baf451bee44f2dfe273220e7d7bb5b7eb5,40,40,452,40,False,True,B2_GCE07_only_correct,0.14766574,0.21013176,0.022491276,0.015228242,3.5023644,2.7888613,0.12517446,0.21013176,2.0780468,1.5600204,1.0950198,0.9492287,61,394,False,False,0.035691515,0.042694144,61,354,False,False,0.99050754,0.35,40,0.35,0.0,0.35,0.89984703,0.8853591,0.8588751,452,0.8824781,0.87841314,0.004064977,False,0.8824781,0.8588751,True,False
846,/home/lux1/noise/train/0040/cba2e93099744a4a83a7e0298b1ef243.jpg,92e3cefcf42b6a81b4e7a9d8bbcad99b6709c1be84eea1694a2c10bd17ebc85b,40,40,478,40,False,True,B2_GCE07_only_correct,0.3051273,0.49712124,0.14481911,0.26708794,2.564683,1.7048157,0.16030818,0.49712124,1.8306572,0.6989213,1.0319548,0.5527298,40,40,False,True,0.012162274,0.015667526,478,40,False,True,0.9958495,0.2,40,0.2,0.1,0.2,0.93822044,0.9153819,0.9310156,40,0.9310156,0.92892236,0.0020932555,True,0.91758984,0.9310156,True,False
863,/home/lux1/noise/train/0041/97a4c1b95db54de386bf295a08ecd9d4.jpg,b3017d3395f2c67717354b2abf58a59f9d76249e7446003ecc7c12c413d87d87,41,41,118,41,False,True,B2_GCE07_only_correct,0.13791275,0.48956567,0.0016993284,0.30416363,3.318281,1.9332349,0.13621342,0.48956567,1.9935323,0.7142367,1.0746915,0.56206936,41,41,False,True,0.06827873,0.084179446,41,41,True,True,0.9767443,0.2,41,0.2,0.0,0.2,0.8826264,0.8025076,0.76116246,322,0.8224242,0.7924497,0.02997446,False,0.7083681,0.76116246,True,False
878,/home/lux1/noise/train/0042/6b0f7fd7c30540168d6be0e379bed22b.jpg,663344fcf3cdcff536f77e7474f8ce793ed1600251e1fd7778189ff38e97f4c8,42,42,300,42,False,True,B2_GCE07_only_correct,0.515087,0.5315126,0.25514567,0.15265909,1.7063789,1.0754712,0.25994134,0.5315126,1.3472993,0.63202834,0.87226427,0.5107431,42,42,False,True,0.06151829,0.06962876,42,42,True,True,0.9879844,0.1,392,0.25,0.2,0.1,0.8930886,0.8729313,0.87470835,300,0.87612814,0.87470835,0.0014197826,False,0.87612814,0.87470835,True,False
939,/home/lux1/noise/train/0045/2574297cb27a4e76bf313a1adeaedefc.jpg,93875729752be019dfbfbb0b405cd88cfa8812fc0f80b8a716b69260d4bfeb49,45,45,233,45,False,True,B2_GCE07_only_correct,0.04366524,0.3361299,0.0022646114,0.15702169,5.0086193,3.0211687,0.037625413,0.3361299,3.2800756,1.0902575,1.284778,0.76259786,184,45,False,True,0.064113505,0.04692407,45,45,True,True,0.97570175,0.1,297,0.15,0.0,0.1,0.8630683,0.78936803,0.5903526,226,0.69477576,0.6884996,0.0062761307,False,0.6884996,0.5903526,True,False
983,/home/lux1/noise/train/0047/6f1219a668874ca193eb7ddfe5a5ec2f.jpg,744f573fff853ed9dbedcaec6d9a816bdbd5e6e9243f5b34c7b679eeadefc54b,47,47,446,47,False,True,B2_GCE07_only_correct,0.2843611,0.52411413,0.035654783,0.15807131,2.2741175,1.1806021,0.24870631,0.52411413,1.3914826,0.6460458,0.88920647,0.519705,446,446,True,False,0.056124516,0.06735543,446,446,False,False,0.9934075,0.15,47,0.15,0.15,0.15,0.9037289,0.88238,0.89788854,446,0.9033717,0.89788854,0.0054831505,False,0.9033717,0.89788854,True,False
994,/home/lux1/noise/train/0047/e9bad96df3be418b9ad077630dc00767.jpg,d6a476e0dfadac61cab5deecd7b347fb6c11394bf1785793035c9c3fb3a2ce9a,47,47,250,47,False,True,B2_GCE07_only_correct,0.28976905,0.35640344,0.15347734,0.15204087,2.6407666,1.997328,0.100779764,0.35640344,2.2948177,1.0316919,1.1419799,0.73472834,446,47,False,True,0.05861574,0.0579267,446,47,False,True,0.98517716,0.0,221,0.1,0.05,0.0,0.8960088,0.8803331,0.8700272,51,0.8766559,0.87386626,0.0027896166,False,0.86651325,0.8700272,True,False
1008,/home/lux1/noise/train/0048/51694cc1dcee45eea64bc62ea66eb502.jpg,30d719604cb591a64371aafbd1e0dffc5431dcb7d0b6bb757e4d15788d7a0a09,48,48,407,48,False,True,B2_GCE07_only_correct,0.27893534,0.9434526,0.04692386,0.92322165,2.8068652,0.35487863,0.23201148,0.9434526,1.4609685,0.058209136,0.91481346,0.057039175,48,48,False,True,0.01572156,0.002215609,407,48,False,True,0.99352956,0.15,479,0.2,0.0,0.15,0.92222625,0.8544159,0.83777165,48,0.83777165,0.8137654,0.024006248,True,0.81312126,0.83777165,True,False
1015,/home/lux1/noise/train/0048/db812a3bf87e4d3ea3d9dfab81316fba.jpg,6bdc6e8269c707de7a7df8ddeb6e7841d17550f7c04c3f2ffd1eeb96c3a3da54,48,48,429,48,False,True,B2_GCE07_only_correct,0.46354628,0.47271672,0.25922546,0.16242558,2.0548782,1.563721,0.20432082,0.47271672,1.5880638,0.74925894,0.9585466,0.5830538,429,48,True,True,0.028644461,0.04951122,429,48,False,True,0.98930794,0.45,48,0.45,0.0,0.45,0.8981397,0.88234055,0.88452923,429,0.8867395,0.88452923,0.0022102594,False,0.8867395,0.88452923,True,False
1055,/home/lux1/noise/train/0050/e25169645b4a4343a70e749cb596734d.jpg,1730cb8617aef4ba6766d40cd67dd64f62fe0ec72e54839c140824cd8abc52f8,50,50,370,50,False,True,B2_GCE07_only_correct,0.37042683,0.59970045,0.10852304,0.29247108,1.9238211,1.0366,0.2619038,0.59970045,1.3397782,0.511325,0.8693276,0.42982325,50,50,False,True,0.046310954,0.035861973,50,50,True,True,0.9909239,0.05,370,0.65,0.65,0.05,0.88150895,0.8607462,0.8337451,406,0.85765,0.85411817,0.0035318136,False,0.85411817,0.8337451,True,False
1129,/home/lux1/noise/train/0054/639fbf19b1f842539284bd6afd63eba1.jpg,1c6dbca5ea2bc6d9fb368b0d4f6d114896222ffea07844adce2b95b57be03d61,54,54,95,54,False,True,B2_GCE07_only_correct,0.59459674,0.49537045,0.48830935,0.2150034,1.8035296,1.4515209,0.10628738,0.49537045,2.2416086,0.70244944,1.1311041,0.55489016,95,54,True,True,0.01326452,0.01626541,95,54,False,True,0.9959174,0.45,54,0.45,0.25,0.45,0.9410105,0.91871643,0.92520857,95,0.9293814,0.92520857,0.004172802,False,0.9293814,0.92520857,True,False
1134,/home/lux1/noise/train/0054/99f741f74131457784773340df83d562.jpg,38b61f5ac662e42ef512f27a7fe919a3076f4f9553bcea1c91c422b6888381bd,54,54,212,54,False,True,B2_GCE07_only_correct,0.15941685,0.3657262,0.05575466,0.19544989,3.7481945,2.3290288,0.09480046,0.3657262,2.3559809,1.0058702,1.1539912,0.72207296,297,297,False,False,0.046977203,0.104624435,212,297,False,False,0.9874253,0.1,54,0.1,0.0,0.1,0.9078793,0.8361949,0.7705396,242,0.838035,0.8213813,0.016653717,False,0.7955265,0.7705396,True,False
1185,/home/lux1/noise/train/0057/17380314485042ba8b266f3e72527257.jpg,8ba33c4c26494cc7e11b1dfbb6907f491612eb53ce7af886f693e9c6ad692b25,57,57,14,57,False,True,B2_GCE07_only_correct,0.24141686,0.26751602,0.059267,0.009871721,2.325519,1.7154021,0.15570998,0.26751602,1.8597602,1.3185759,1.0399529,0.8609656,14,183,True,False,0.011437646,0.02200018,14,183,False,False,0.9808387,0.45,57,0.45,0.1,0.45,0.93619174,0.9212724,0.91400754,57,0.91400754,0.9130251,0.0009824634,True,0.90720934,0.91400754,True,False
1190,/home/lux1/noise/train/0057/3a481c1e715c4e5da41fbe43320b7d03.jpg,5dcdaacd169950a71a1782f3fece7f7e2500793b30bdbab4203c4bbcd4b1fc78,57,57,14,57,False,True,B2_GCE07_only_correct,0.27712423,0.45084918,0.039685488,0.23953296,2.3675137,1.813436,0.23743874,0.45084918,1.4378457,0.7966224,0.9064302,0.6106269,14,57,True,True,0.009380257,0.01212856,14,57,False,True,0.99412954,0.3,343,0.35,0.05,0.3,0.9541567,0.9398602,0.92883974,57,0.92883974,0.9276672,0.0011725426,True,0.9276672,0.92883974,True,False
1246,/home/lux1/noise/train/0060/0c04e7f415574472bdc2cc00a0de60f0.jpg,ab9e43387091e46dfffb2a0590940bf8ac989b545cc64922d832e2816283cb39,60,60,456,60,False,True,B2_GCE07_only_correct,0.2922411,0.81121427,0.027469337,0.702776,2.4961379,0.7833891,0.26477176,0.81121427,1.3288871,0.20922303,0.8650479,0.1946234,456,60,True,True,0.0052008107,0.0026177857,456,60,False,True,0.9928358,0.1,202,0.15,0.1,0.1,0.9007945,0.8680235,0.84382606,456,0.8595742,0.8460081,0.013566077,False,0.8595742,0.84382606,True,False
1253,/home/lux1/noise/train/0060/640784ccce6f47c4b7b5ae0ac741a6bb.jpg,2dd8917b376d577288bcdc394fc312b7898c26a9b849607a5a363fbadd2b0394,60,60,378,60,False,True,B2_GCE07_only_correct,0.22642046,0.31443343,0.0776868,0.01159063,3.010569,2.1570475,0.14873366,0.31443343,1.9055982,1.1569829,1.0522245,0.7929887,378,60,True,True,0.025401931,0.037165895,378,60,False,True,0.99173295,0.1,60,0.1,0.05,0.1,0.88820153,0.86863744,0.8752298,60,0.8752298,0.8742652,0.00096458197,True,0.863113,0.8752298,True,False
1257,/home/lux1/noise/train/0060/978acbbab8f74091afca80fad6596329.jpg,6412a402146ce0b00886a2199dc1f89926b955143eb9b705196801ca4e15d0cd,60,60,477,60,False,True,B2_GCE07_only_correct,0.19999039,0.78074336,0.03024359,0.6919136,3.0301757,0.98022795,0.1324598,0.78074336,2.0214763,0.2475088,1.0815464,0.22725403,60,60,False,True,0.010866025,0.008016577,477,60,False,True,0.99477994,0.15,60,0.15,0.05,0.15,0.8942528,0.8763822,0.8791854,414,0.8967801,0.89668506,9.5009804e-05,False,0.88450545,0.8791854,True,False
1287,/home/lux1/noise/train/0062/0e39a076dcd4406ebf54f2ac26870d22.jpg,0bcc61a1041836cce55aebb8556c6b2ec1969dcdb9beb17000fc5f4d5ee9ee03,62,62,338,62,False,True,B2_GCE07_only_correct,0.47616488,0.6191319,0.120795816,0.4496885,1.3452959,1.1026596,0.35536906,0.6191319,1.0345984,0.4794369,0.73613846,0.4072788,62,62,False,True,0.0563804,0.07177555,62,62,True,True,0.9928001,0.7,62,0.7,0.0,0.7,0.9082978,0.88064706,0.8896793,163,0.89463913,0.8896793,0.0049598217,False,0.874559,0.8896793,True,False
