sample_index,image_path,image_sha256,class_name,noisy_label,D3_STRICT_pred,B2_GCE07_pred,D3_STRICT_correct,B2_GCE07_correct,group,D3_STRICT_confidence,B2_GCE07_confidence,D3_STRICT_margin,B2_GCE07_margin,D3_STRICT_entropy,B2_GCE07_entropy,D3_STRICT_noisy_label_probability,B2_GCE07_noisy_label_probability,D3_STRICT_ce_loss,B2_GCE07_ce_loss,D3_STRICT_gce_q07,B2_GCE07_gce_q07,D3_STRICT_flip_pred,B2_GCE07_flip_pred,D3_STRICT_flip_pred_agree,B2_GCE07_flip_pred_agree,D3_STRICT_flip_jsd,B2_GCE07_flip_jsd,D3_STRICT_tta_pred,B2_GCE07_tta_pred,D3_STRICT_tta_correct,B2_GCE07_tta_correct,clip_flip_cosine,knn_label_agreement,knn_majority_label,knn_majority_fraction,knn_support_D3_STRICT_pred,knn_support_B2_GCE07_pred,nearest_train_similarity,mean_topk_similarity,prototype_label_similarity,prototype_top1_label,prototype_top1_similarity,prototype_second_similarity,prototype_margin,prototype_supports_noisy_label,prototype_similarity_D3_STRICT_pred,prototype_similarity_B2_GCE07_pred,dedup_metadata_available,cross_class_duplicate_conflict
13,/home/lux1/noise/train/0000/acb1efd83e964a5dab3aa92fa53b3bf0.jpg,3d2edca37b23640bee17ab7cdf1382e07a171c14e3e406927f521ac49a984da7,0,0,0,0,True,True,both_correct,0.78027415,0.9434512,0.70767367,0.9147279,1.0829394,0.3226014,0.78027415,0.9434512,0.24810995,0.058210596,0.2277594,0.057040624,0,0,True,True,0.046879675,0.014757011,0,0,True,True,0.8796548,0.3,273,0.4,0.3,0.3,0.7973466,0.76557827,0.7727468,0,0.7727468,0.766023,0.006723821,True,0.7727468,0.7727468,True,False
14,/home/lux1/noise/train/0000/b03413c6dc664884974e0fbb81fe34dc.jpg,f4dda6b3d7e532f3488fc902cf2dcf5d7a3ac81fef1c6b4530446528cc79920c,0,0,0,0,True,True,both_correct,0.8982922,0.9600532,0.79948,0.92055124,0.35063392,0.17110862,0.8982922,0.9600532,0.10725991,0.040766567,0.10333215,0.04019039,0,0,True,True,0.0090427175,0.005613962,0,0,True,True,0.9929856,0.95,0,0.95,0.95,0.95,0.99004376,0.9113127,0.91887283,0,0.91887283,0.900913,0.017959833,True,0.91887283,0.91887283,True,False
15,/home/lux1/noise/train/0000/b46a018db5f6455eaaa72aae65d3f6dc.jpg,444ce42728fe58b8c7ddcb00527305795fb6d350ef57281475ea2e575d43811e,0,0,0,0,True,True,both_correct,0.9375743,0.9910086,0.8766619,0.98206973,0.24539262,0.05176995,0.9375743,0.9910086,0.06445922,0.009032106,0.06302664,0.009003622,0,0,True,True,0.002786238,0.00080462196,0,0,True,True,0.99689835,0.6,0,0.6,0.6,0.6,0.95456314,0.92525786,0.92335755,0,0.92335755,0.91861206,0.0047454834,True,0.92335755,0.92335755,True,False
16,/home/lux1/noise/train/0000/b50037c1644b46a1a6ec5adfda673640.jpg,1288accec222bdc3feadb5dd5fdee2d36d338438ed8803b09272891668f60bb5,0,0,0,0,True,True,both_correct,0.9944719,0.9993082,0.99036616,0.99883866,0.041602213,0.006475386,0.9944719,0.9993082,0.005543455,0.0006920089,0.0055326736,0.0006918396,0,0,True,True,0.0007513149,9.7177835e-05,0,0,True,True,0.99334943,0.35,273,0.6,0.35,0.35,0.91766435,0.8903309,0.8967096,0,0.8967096,0.8720665,0.024643123,True,0.8967096,0.8967096,True,False
18,/home/lux1/noise/train/0000/c7a0fb551d724dc0823bc7a1521bc0aa.jpg,c0eb502983ba86d526365cfa55989cb1d24136d89741d13a64f71bc7af687c62,0,0,0,0,True,True,both_correct,0.9953754,0.99840325,0.9910131,0.9968841,0.030920697,0.012237553,0.9953754,0.99840325,0.0046353033,0.0015980343,0.00462779,0.0015971491,0,0,True,True,0.00046711834,0.00013246117,0,0,True,True,0.975358,0.55,0,0.55,0.55,0.55,0.94693184,0.90137255,0.89186734,0,0.89186734,0.87551415,0.01635319,True,0.89186734,0.89186734,True,False
19,/home/lux1/noise/train/0000/cfd1bad837de47d1b6404a7927891ae2.jpg,50e41495516e421432edc291ca45c960e884af7ba946ef4edbb8dcc9bc1fbee1,0,0,0,0,True,True,both_correct,0.98735166,0.99538815,0.9778455,0.99283504,0.07722219,0.033183828,0.98735166,0.99538815,0.012728991,0.0046224883,0.012672459,0.004615017,0,0,True,True,0.00090129033,0.00038030063,0,0,True,True,0.97783357,0.7,0,0.7,0.7,0.7,0.92888,0.9150634,0.9415291,0,0.9415291,0.9222731,0.019255996,True,0.9415291,0.9415291,True,False
20,/home/lux1/noise/train/0000/ed0f9fd9bd6f420ea7e237fb59966660.jpg,49ae2fda6613ec39325fd151774d0e33d7f16e5e4ce1e8a467f6d1709e833132,0,0,0,0,True,True,both_correct,0.9653687,0.9873533,0.93509746,0.97539866,0.17471068,0.071576916,0.9653687,0.9873533,0.03524518,0.0127273435,0.034813967,0.012670841,0,0,True,True,0.0002612903,0.0002766255,0,0,True,True,0.98078114,0.7,0,0.7,0.7,0.7,0.94049704,0.91906834,0.9059014,0,0.9059014,0.90429157,0.0016098022,True,0.9059014,0.9059014,True,False
21,/home/lux1/noise/train/0001/0a0c36079ac84349bbae5cc99c0fb543.jpg,18da0621f8730fce82d06c32060b3200726604dadfc46129a3eb29555de7ca7a,1,1,1,1,True,True,both_correct,0.88192827,0.95985216,0.8358064,0.9446543,0.6676813,0.23712085,0.88192827,0.95985216,0.12564455,0.04097598,0.12027775,0.040393896,1,1,True,True,0.009098768,0.0029062268,1,1,True,True,0.9923165,0.55,1,0.55,0.55,0.55,0.9078425,0.882817,0.8948002,408,0.8991172,0.8948002,0.0043169856,False,0.8948002,0.8948002,True,False
22,/home/lux1/noise/train/0001/14b3185afe9a47699bd900cba39d0fe8.jpg,51dc8d345188bcf7b74a562348a6ee874fa4f8543eb0c4cc4bfb2ef7da0c106b,1,1,1,1,True,True,both_correct,0.9628713,0.9970247,0.95684254,0.9960986,0.27059975,0.026909543,0.9628713,0.9970247,0.037835516,0.0029797223,0.037338905,0.002976656,1,1,True,True,0.0031949654,0.00077164406,1,1,True,True,0.9820881,0.35,1,0.35,0.35,0.35,0.85304046,0.824391,0.8522747,1,0.8522747,0.8342255,0.01804924,True,0.8522747,0.8522747,True,False
24,/home/lux1/noise/train/0001/1cb11c02ba474a74a70446e0f524ca1d.jpg,0b1859a6614c00fd0b8b6a4ae47134a6fed0c8e7a677e02e00f9b93b7cf9b141,1,1,1,1,True,True,both_correct,0.73890406,0.7617629,0.5888391,0.56769013,1.0320585,0.7135142,0.73890406,0.7617629,0.30258718,0.27211988,0.27268922,0.24777277,1,1,True,True,0.003723382,0.0014111374,1,1,True,True,0.98424697,0.3,1,0.3,0.3,0.3,0.97587264,0.8517001,0.8369466,219,0.84503424,0.8369466,0.008087635,False,0.8369466,0.8369466,True,False
26,/home/lux1/noise/train/0001/30e7c21256124804bcc1ccf902b9c3ce.jpg,e5a986c00ef856dbc1786eb9bff0a5492425aee06ea107ae23218a67aab66843,1,1,1,1,True,True,both_correct,0.95647806,0.9828377,0.92628217,0.96676975,0.2325923,0.09257274,0.95647806,0.9828377,0.044497445,0.017311307,0.043811545,0.01720684,1,1,True,True,0.0037124236,0.00045408655,1,1,True,True,0.9913151,0.15,99,0.2,0.15,0.15,0.8843299,0.8696085,0.88710946,1,0.88710946,0.8824379,0.0046715736,True,0.88710946,0.88710946,True,False
29,/home/lux1/noise/train/0001/576bc772a4774410b9b9e8d0212be2bd.jpg,456f65045b2de0d5e3dbb4acdfb7033621deaf26433fd48611fbfe240f080844,1,1,1,1,True,True,both_correct,0.7073465,0.72280204,0.5970391,0.51923877,1.2560153,0.85563904,0.7073465,0.72280204,0.34623465,0.32461986,0.30747107,0.29037943,1,1,True,True,0.014603909,0.02701708,1,1,True,True,0.99416566,0.3,219,0.4,0.3,0.3,0.9469062,0.9229909,0.9122863,219,0.9177724,0.9122863,0.0054861307,False,0.9122863,0.9122863,True,False
31,/home/lux1/noise/train/0001/642ee5ddd55b4940bc8804ebad15949b.jpg,caddcce249a62b6903ae122f068e25692a42b14bc4b5e23e8b0487a57af6ac42,1,1,1,1,True,True,both_correct,0.8937279,0.9842547,0.8219428,0.97036195,0.5043541,0.09039112,0.8937279,0.9842547,0.11235389,0.015870566,0.10804934,0.015782714,1,1,True,True,0.0049708877,0.0009813993,1,1,True,True,0.9915091,0.25,1,0.25,0.25,0.25,0.96798617,0.86323595,0.85295385,1,0.85295385,0.8527732,0.00018066168,True,0.85295385,0.85295385,True,False
33,/home/lux1/noise/train/0001/9e24a765dfb34ad2b312483b83945106.jpg,968b4124f87092efcdeae61d95125c43f54898bf9f0f1f9fa8993080634b3e7f,1,1,1,1,True,True,both_correct,0.74056304,0.8154865,0.65386534,0.75083256,1.0943393,0.74227124,0.74056304,0.8154865,0.3003445,0.2039704,0.27087313,0.19007802,1,1,True,True,0.00715312,0.009595592,1,1,True,True,0.99069357,0.1,219,0.3,0.1,0.1,0.88171065,0.8631584,0.8708811,219,0.8739005,0.8708811,0.0030193925,False,0.8708811,0.8708811,True,False
34,/home/lux1/noise/train/0001/aa66fa2842f7478a9ec4fc88666aa748.jpg,07e83382e44a33802db767d64b9c5cd50646dc91ce70f30a77459f9af2b8b3bb,1,1,1,1,True,True,both_correct,0.91277415,0.96462005,0.85392183,0.93087506,0.3942815,0.16280267,0.91277415,0.96462005,0.0912668,0.036020983,0.08841251,0.035570607,1,1,True,True,0.004778043,0.00064831134,1,1,True,True,0.9768429,0.45,1,0.45,0.45,0.45,0.8935068,0.8729256,0.90095913,1,0.90095913,0.8902983,0.010660827,True,0.90095913,0.90095913,True,False
35,/home/lux1/noise/train/0001/cd92a71b50a14b25a5d4fabb4dd0ff8d.jpg,00fc3975005648afc5ee3fdec498eb9c19fe34674fec779180f8523a550ed6d4,1,1,1,1,True,True,both_correct,0.5132769,0.6391708,0.16624323,0.3598091,1.2654859,0.8891474,0.5132769,0.6391708,0.6669398,0.4475835,0.5329012,0.38425088,1,1,True,True,0.010856509,0.008287188,1,1,True,True,0.9548154,0.5,1,0.5,0.5,0.5,0.9045813,0.8772028,0.8991225,219,0.9006039,0.8991225,0.0014814138,False,0.8991225,0.8991225,True,False
37,/home/lux1/noise/train/0001/d9ff186b11e248b68ea55a980217dd99.jpg,af6cce762daa8324c59df14b122ad304456351944573db5e880a984474f32a90,1,1,1,1,True,True,both_correct,0.96235645,0.995572,0.9366163,0.9930984,0.21267915,0.0329702,0.96235645,0.995572,0.038370375,0.004437837,0.03785968,0.0044310093,1,1,True,True,0.0009898208,5.9351045e-05,1,1,True,True,0.9868673,0.65,1,0.65,0.65,0.65,0.9031794,0.88737833,0.91118866,1,0.91118866,0.8949266,0.016262054,True,0.91118866,0.91118866,True,False
38,/home/lux1/noise/train/0001/e51ec98d8788472d812fb58a22d57518.jpg,4016989cdafc51f7a99433968273342737b49a1bfd1aefd399c9a7215b9d460b,1,1,1,1,True,True,both_correct,0.9414457,0.98404676,0.9244849,0.9786613,0.36007208,0.1108556,0.9414457,0.98404676,0.06033859,0.016081858,0.059082083,0.015991671,1,1,True,True,0.0013872976,0.0005703571,1,1,True,True,0.98601806,0.25,1,0.25,0.25,0.25,0.82751346,0.7995026,0.8186243,1,0.8186243,0.81322247,0.0054018497,True,0.8186243,0.8186243,True,False
39,/home/lux1/noise/train/0001/eabc588256c14b3d86acbf84e9141d5d.jpg,7a3442120f7284f4aa6aedddaa1cc97d2b324a48d83c2c5900b01d1e49887ac6,1,1,1,1,True,True,both_correct,0.89466345,0.9699929,0.8650048,0.956747,0.64715457,0.1947514,0.89466345,0.9699929,0.11130765,0.030466553,0.107081875,0.030143943,1,1,True,True,0.00944578,0.0056890696,1,1,True,True,0.97827923,0.3,1,0.3,0.3,0.3,0.86347526,0.8396429,0.87548286,1,0.87548286,0.8597529,0.015729964,True,0.87548286,0.87548286,True,False
41,/home/lux1/noise/train/0001/f9db8cc69d8a44b69caf9af9f850aaed.jpg,945eb1374cc99cfd98dde65e4e3a6b9e91c3244042d561cd35d007a0d1c88c03,1,1,1,1,True,True,both_correct,0.97181386,0.9986142,0.9647059,0.99823964,0.21055284,0.01433208,0.97181386,0.9986142,0.028590975,0.0013867534,0.028306758,0.0013860634,1,1,True,True,0.0025092405,0.0008061414,1,1,True,True,0.9858597,0.25,1,0.25,0.25,0.25,0.84531003,0.8119502,0.8275098,1,0.8275098,0.81016123,0.017348588,True,0.8275098,0.8275098,True,False
44,/home/lux1/noise/train/0002/07225719dfbc4f31b8d45cc3f65d6549.jpg,d1a975bf0fa6d758b039a976e070b793fec974bb7275d4836e6cd967ef395c0e,2,2,2,2,True,True,both_correct,0.815148,0.79629755,0.72823286,0.6416199,0.8549462,0.68976307,0.815148,0.79629755,0.20438561,0.22778232,0.19043787,0.2105506,2,2,True,True,0.010475137,0.01814711,2,2,True,True,0.9902231,0.35,2,0.35,0.35,0.35,0.9211844,0.90043133,0.9030771,2,0.9030771,0.89552766,0.0075494647,True,0.9030771,0.9030771,True,False
45,/home/lux1/noise/train/0002/0be65dc03079463fb722bba7dea09513.jpg,ea5ac281e15bf9cfa37baec9602ff19a7862fe2e47e4ae4347c7407c199fb708,2,2,2,2,True,True,both_correct,0.7024757,0.9719267,0.6538153,0.9660603,1.5795355,0.20198885,0.7024757,0.9719267,0.35314447,0.028474888,0.31288055,0.028192997,2,2,True,True,0.02508169,0.0048127305,2,2,True,True,0.9512357,0.5,2,0.5,0.5,0.5,0.7949333,0.7693157,0.7944417,2,0.7944417,0.7861307,0.008310974,True,0.7944417,0.7944417,True,False
46,/home/lux1/noise/train/0002/0eb34f0c82324d7093e4f432e2df906b.jpg,81e41b8441e57dcb5777664d2422e442402e4dd07b15549a674c7d77f6182610,2,2,2,2,True,True,both_correct,0.7746066,0.9403199,0.6980403,0.9126149,1.0518835,0.3099656,0.7746066,0.9403199,0.25540003,0.061535135,0.2338716,0.060228705,2,2,True,True,0.0041608764,0.0012830205,2,2,True,True,0.9947195,0.4,2,0.4,0.4,0.4,0.90916204,0.8869729,0.87601423,2,0.87601423,0.859481,0.016533256,True,0.87601423,0.87601423,True,False
49,/home/lux1/noise/train/0002/556ffb66c06a4affbcb7ddf2981ebf5c.jpg,89cd256835b5d3b30e7ea73795f86e320bbb51c78688cb9a1e7b5b5878d45674,2,2,2,2,True,True,both_correct,0.5391812,0.9370581,0.4627923,0.90962815,2.377745,0.4002712,0.5391812,0.9370581,0.6177036,0.065009974,0.50149345,0.063552946,2,2,True,True,0.02336685,0.0059483573,2,2,True,True,0.97885436,0.3,2,0.3,0.3,0.3,0.81118107,0.77971905,0.7770736,2,0.7770736,0.73528135,0.041792274,True,0.7770736,0.7770736,True,False
50,/home/lux1/noise/train/0002/77933460eb88400eae4e9e9699e93f7b.jpg,3de4a70f6c0901507228a822731cd637b439392e26ae88b6a66d95f75d976ca7,2,2,2,2,True,True,both_correct,0.8403108,0.96556705,0.78610426,0.9506543,0.74799764,0.2015144,0.8403108,0.96556705,0.17398341,0.035039738,0.16380617,0.034613524,2,2,True,True,0.0061666267,0.0023076888,2,2,True,True,0.9754859,0.55,2,0.55,0.55,0.55,0.9228473,0.905414,0.85707456,2,0.85707456,0.8454136,0.0116609335,True,0.85707456,0.85707456,True,False
51,/home/lux1/noise/train/0002/821bb10077364c2eb54be0f23a9b51d6.jpg,937880c5c4ab4f6e8ff05c1244cc283926f96d4bc18e89eb6cfa0e962e29acf1,2,2,2,2,True,True,both_correct,0.97062373,0.99708706,0.9679984,0.9959447,0.24848768,0.027591882,0.97062373,0.99708706,0.029816372,0.002917203,0.029507365,0.0029142415,2,2,True,True,0.0009459688,9.269834e-05,2,2,True,True,0.99268883,0.2,2,0.2,0.2,0.2,0.833622,0.80666846,0.82200086,2,0.82200086,0.761541,0.060459852,True,0.82200086,0.82200086,True,False
52,/home/lux1/noise/train/0002/9665b3f9707f42fbaf0736b23a40a6c2.jpg,b45d4f22ada42e3ee761b9e6c86ae679e8d0fdcbb018bfbb05783241442fa4d0,2,2,2,2,True,True,both_correct,0.5046584,0.8166869,0.37613192,0.68357027,2.4023347,0.75439894,0.5046584,0.8166869,0.68387353,0.20249945,0.5434554,0.18880214,2,2,True,True,0.03250789,0.032261558,2,2,True,True,0.993484,0.4,2,0.4,0.4,0.4,0.8929672,0.84212506,0.85054815,2,0.85054815,0.804734,0.045814157,True,0.85054815,0.85054815,True,False
54,/home/lux1/noise/train/0002/9a52924c7ca94f11ab7da8c363c21493.jpg,e1e6dc9b1dbfcf8ef00b9b7b1b4d1ccd86dd9509d01571a76dfb4dcf6ac61b92,2,2,2,2,True,True,both_correct,0.47513655,0.53934294,0.13999161,0.13614735,1.6770799,0.9871869,0.47513655,0.53934294,0.744153,0.6174036,0.58002645,0.5012987,2,2,True,True,0.06701195,0.093773335,2,2,True,True,0.9932823,0.35,353,0.45,0.35,0.35,0.99422026,0.9471997,0.89129066,2,0.89129066,0.8912724,1.8239021e-05,True,0.89129066,0.89129066,True,False
56,/home/lux1/noise/train/0002/b16168be1abe4b678bbbb1a85f08fbe7.jpg,342e3f63948aa3ec8ca72c7b345fcd2d3c313120ca1745deb03d01b243971aca,2,2,2,2,True,True,both_correct,0.5571108,0.88084763,0.39873272,0.8234784,1.9063512,0.558359,0.5571108,0.88084763,0.5849911,0.12687062,0.48001963,0.1214001,2,2,True,True,0.01933638,0.0027628988,2,2,True,True,0.98988587,0.1,28,0.2,0.1,0.1,0.8188224,0.77947533,0.791985,2,0.791985,0.77030796,0.021677017,True,0.791985,0.791985,True,False
57,/home/lux1/noise/train/0002/b9c23c38897545efbc87200f1985cdc1.jpg,9dd91bc3aedc88ae122f64d4df990b667eaafc644762adc721be44ebace914eb,2,2,2,2,True,True,both_correct,0.83492213,0.9573737,0.7466401,0.9219779,0.7691486,0.20779231,0.83492213,0.9573737,0.18041681,0.043561462,0.16948904,0.04290402,2,2,True,True,0.011619266,0.0061745476,2,2,True,True,0.991799,0.7,2,0.7,0.7,0.7,0.9337349,0.91903734,0.8940686,2,0.8940686,0.87856406,0.015504539,True,0.8940686,0.8940686,True,False
58,/home/lux1/noise/train/0002/bdee2885235346358c94f61434bc3b07.jpg,c430fa850a3b08fded55596001120a22a2db58fce34cacc5d79d13f512f7f797,2,2,2,2,True,True,both_correct,0.80909115,0.9743939,0.74217564,0.9674128,1.0349338,0.17801225,0.80909115,0.9743939,0.21184365,0.025939614,0.19688496,0.025705526,2,2,True,True,0.030325295,0.0039827023,2,2,True,True,0.98546124,0.45,2,0.45,0.45,0.45,0.9396328,0.83735025,0.85669255,2,0.85669255,0.8077104,0.048982143,True,0.85669255,0.85669255,True,False
59,/home/lux1/noise/train/0002/c2975f512bcb43c5a962be474fb7b5b1.jpg,d0589c80ba7d4fa4e709115209d2238fec786afee8781448282ea6dad2bfbdea,2,2,2,2,True,True,both_correct,0.6481246,0.40537217,0.57537675,0.06473732,1.7878015,1.7223698,0.6481246,0.40537217,0.4336723,0.9029497,0.37403184,0.6692954,2,41,True,False,0.024985567,0.041375663,2,41,True,False,0.9721574,0.05,124,0.1,0.05,0.05,0.7881575,0.7656129,0.8004603,2,0.8004603,0.79612434,0.00433594,True,0.8004603,0.8004603,True,False
60,/home/lux1/noise/train/0002/cb3d9ea15ed24d37a8911472258d9f3d.jpg,da78a07493c44366b0d84e9e140cac4942a102be04d81ed969befe9eed486e41,2,2,2,2,True,True,both_correct,0.6697903,0.8817827,0.5444539,0.8303732,1.2263969,0.5270452,0.6697903,0.8817827,0.40079057,0.12580961,0.3494777,0.12042889,2,2,True,True,0.02889685,0.018042244,2,2,True,True,0.95543665,0.5,2,0.5,0.5,0.5,0.8988047,0.8819229,0.8469961,2,0.8469961,0.8452699,0.0017262101,True,0.8469961,0.8469961,True,False
