sample_index,image_path,image_sha256,class_name,noisy_label,D3_STRICT_pred,B2_GCE07_pred,D3_STRICT_correct,B2_GCE07_correct,group,D3_STRICT_confidence,B2_GCE07_confidence,D3_STRICT_margin,B2_GCE07_margin,D3_STRICT_entropy,B2_GCE07_entropy,D3_STRICT_noisy_label_probability,B2_GCE07_noisy_label_probability,D3_STRICT_ce_loss,B2_GCE07_ce_loss,D3_STRICT_gce_q07,B2_GCE07_gce_q07,D3_STRICT_flip_pred,B2_GCE07_flip_pred,D3_STRICT_flip_pred_agree,B2_GCE07_flip_pred_agree,D3_STRICT_flip_jsd,B2_GCE07_flip_jsd,D3_STRICT_tta_pred,B2_GCE07_tta_pred,D3_STRICT_tta_correct,B2_GCE07_tta_correct,clip_flip_cosine,knn_label_agreement,knn_majority_label,knn_majority_fraction,knn_support_D3_STRICT_pred,knn_support_B2_GCE07_pred,nearest_train_similarity,mean_topk_similarity,prototype_label_similarity,prototype_top1_label,prototype_top1_similarity,prototype_second_similarity,prototype_margin,prototype_supports_noisy_label,prototype_similarity_D3_STRICT_pred,prototype_similarity_B2_GCE07_pred,dedup_metadata_available,cross_class_duplicate_conflict
43,/home/lux1/noise/train/0002/025708928ee74de7bbd19a4d6f44227d.jpg,f6c9a2303308223b1527e171c3607e24b00124011a6fb7d3c127dddebbd3a72c,2,2,91,344,False,False,both_wrong,0.1124644,0.23459062,0.015927777,0.09852056,4.1622996,2.7605195,0.02789632,0.037625153,3.5792603,3.2800825,1.3119483,1.2847788,164,263,False,False,0.020440297,0.056923408,164,263,False,False,0.9904266,0.0,128,0.15,0.05,0.05,0.83020973,0.7735978,0.71671814,124,0.7629899,0.7533142,0.009675682,False,0.7213865,0.7251899,True,False
48,/home/lux1/noise/train/0002/3e6e604230f94c82856ef068b6a14577.jpg,8874a674645b6b5b5c1aef32de5486d6f7698f708b28d5a40d6a8b5496708025,2,2,18,353,False,False,both_wrong,0.2046708,0.5575722,0.028197706,0.4309039,2.835164,1.6734896,0.0035350434,7.828153e-05,5.6450295,9.455199,1.4011066,1.4266639,353,353,False,True,0.0716555,0.079926655,353,353,False,False,0.9895505,0.05,495,0.25,0.05,0.15,0.9226772,0.87081367,0.83389133,18,0.8674354,0.85774523,0.0096901655,False,0.8674354,0.8536422,True,False
53,/home/lux1/noise/train/0002/9698c3b7ac594425b71d0bb1bc6ba147.jpg,d24937d703ea3bf4c9d2f7f9d2fa75a47bbf225d19cf1d17c9de10084076e0c2,2,2,488,488,False,False,both_wrong,0.5240803,0.5970079,0.3036394,0.46754152,1.7623338,1.5050179,0.00026624004,3.2432848e-07,8.2311125,14.941509,1.4240779,1.4285305,488,488,True,True,0.0034874366,0.0074267713,488,488,False,False,0.99301606,0.05,48,0.2,0.05,0.05,0.8301659,0.8077196,0.7184941,447,0.75137436,0.7468879,0.0044864416,False,0.7171632,0.7171632,True,False
55,/home/lux1/noise/train/0002/b15b9587690c42e4a2603b56abb98353.jpg,352eff85c936c0e05a3eed958f107a6dcec9e3b92ad520673924ac31b9e6f012,2,2,410,410,False,False,both_wrong,0.09151094,0.72124195,0.04996497,0.59065366,4.4812717,1.3412598,0.005097764,3.365995e-06,5.2789536,12.601787,1.3930845,1.4283606,401,45,False,False,0.15530658,0.23272263,410,410,False,False,0.92538404,0.05,269,0.1,0.05,0.05,0.86514246,0.8402475,0.45164296,379,0.5581627,0.5281592,0.030003488,False,0.4149725,0.4149725,True,False
64,/home/lux1/noise/train/0003/193709c2714546588753c6a5f42dfd91.jpg,cb8ba32cfa93cc43a0f918333ffbefcd78ae207d8e6e6ba2f5fcda8adf5333f9,3,3,89,89,False,False,both_wrong,0.45312682,0.46566972,0.397471,0.33775482,2.8329163,2.2307785,0.014896322,0.014025464,4.2066407,4.266881,1.3533993,1.3565032,89,89,True,True,0.020045508,0.063132994,89,89,False,False,0.98132104,0.1,279,0.15,0.05,0.05,0.85155505,0.81778395,0.7952869,251,0.80732834,0.7952869,0.01204145,False,0.7715668,0.7715668,True,False
65,/home/lux1/noise/train/0003/1b06eda9eef54c56972fa8c4db428e58.jpg,0e7f12b5cc705cfcca63828a5ccef44b610b1241aa24f177069c5f0911ff0109,3,3,439,439,False,False,both_wrong,0.24868256,0.4452066,0.15782398,0.23671076,3.312472,1.8639166,0.006233124,2.7728722e-06,5.0778775,12.795627,1.3877211,1.4283874,439,439,True,True,0.01587838,0.03576634,439,439,False,False,0.9896572,0.05,409,0.15,0.05,0.05,0.9293066,0.9037088,0.84581554,364,0.8938989,0.8876035,0.006295383,False,0.8724134,0.8724134,True,False
67,/home/lux1/noise/train/0003/1eea1dc17ce74c88b7c9b4d76ba9d603.jpg,49757923f6be5cdcdcafc223b4a3c22917fcc669334303208f83ad2e32d355c7,3,3,134,134,False,False,both_wrong,0.14044312,0.36022833,0.019681238,0.19264013,3.5782921,2.4886742,0.009224108,0.0003247278,4.6859345,8.032523,1.3748251,1.4234077,123,261,False,False,0.01867959,0.056016617,123,134,False,False,0.98890626,0.0,49,0.25,0.15,0.15,0.8902596,0.8770609,0.83905286,441,0.88422054,0.88165134,0.0025691986,False,0.88165134,0.88165134,True,False
68,/home/lux1/noise/train/0003/261c832b77c242c483a37ea59c717c82.jpg,56bc47e382d79ee32c0a01504c73aee4edc51448a535231cc700c7e9f939e2b2,3,3,109,279,False,False,both_wrong,0.16269733,0.33071312,0.02014795,0.0030745566,2.9480023,1.9178017,0.14254938,0.011888721,1.9480668,4.432165,1.0632478,1.3643771,3,279,False,True,0.03873451,0.049675427,3,279,True,False,0.98918563,0.15,251,0.2,0.0,0.15,0.8704499,0.84392816,0.84248173,251,0.8558785,0.84248173,0.01339674,False,0.7972241,0.8422719,True,False
69,/home/lux1/noise/train/0003/29baf781b1064a1393a8900975dccbf4.jpg,be8fbd40289ebb3cf9f19e8c01ba82c5d96891f288eb87a0814edec5a7238447,3,3,64,64,False,False,both_wrong,0.16521956,0.26270598,0.056165658,0.10918322,3.1954763,2.627873,0.102802135,0.0020214713,2.274949,6.20393,1.1379662,1.409999,64,64,True,True,0.02088135,0.031259906,64,64,False,False,0.9907557,0.05,53,0.15,0.1,0.1,0.9136181,0.8774234,0.8597176,79,0.88435787,0.8795414,0.0048164725,False,0.86360496,0.86360496,True,False
71,/home/lux1/noise/train/0003/4763e244bc084c1e8d377fb4472ba288.jpg,8b7dd76194445adbc4217a55d754e6c26837cadaaf7338d7689af4b211c8070c,3,3,71,71,False,False,both_wrong,0.2587365,0.6584101,0.0002619028,0.5389056,2.2851574,1.2176206,0.00052243256,2.4649484e-07,7.5570145,15.215925,1.4213684,1.4285376,450,71,False,True,0.045073744,0.06352074,71,71,False,False,0.9584655,0.0,71,0.15,0.15,0.15,0.8543123,0.82265157,0.71689767,71,0.8215717,0.81734556,0.004226148,False,0.8215717,0.8215717,True,False
72,/home/lux1/noise/train/0003/4995204eb787491eae970bacd41260b4.jpg,4c18b5c27ccf152381545e183985d8064d34d19551900b4e9ceee6ebaf29237b,3,3,301,301,False,False,both_wrong,0.6614501,0.8053311,0.61037123,0.7244203,1.7457652,0.8769177,0.015403526,0.00077556394,4.1731586,7.16192,1.3516166,1.4190733,301,301,True,True,0.03124372,0.023169953,301,301,False,False,0.96841896,0.1,3,0.1,0.1,0.1,0.8869065,0.86144125,0.8608696,3,0.8608696,0.86046493,0.00040465593,True,0.86046493,0.86046493,True,False
73,/home/lux1/noise/train/0003/6dc9bd8963054d09a8696d1edc0fc5bc.jpg,63163000f3977e73db4ce29a79e7d1088badb0a26a1709ecf85ed6a791efe48d,3,3,31,85,False,False,both_wrong,0.2650253,0.41875002,0.13574724,0.26141894,3.0284753,2.090842,0.011479519,3.6032085e-05,4.4671907,10.231101,1.3659319,1.4274633,31,227,True,False,0.021849984,0.060905226,31,85,False,False,0.9950158,0.0,354,0.25,0.05,0.15,0.9433252,0.9172252,0.86222845,354,0.92444533,0.89982927,0.024616063,False,0.85842633,0.8853871,True,False
74,/home/lux1/noise/train/0003/7d9232a1cffd4a79bba2a56e4a6fb17f.jpg,cc6c35abc7d435eb0a15cf2fbd08cb8ef642405022f27b8f6ef3f7f79d5f308b,3,3,478,478,False,False,both_wrong,0.49248272,0.7350526,0.2387673,0.57973444,1.8522441,1.0264654,0.02825327,0.00019053595,3.566546,8.56567,1.3109057,1.425016,478,478,True,True,0.058004223,0.042844646,478,478,False,False,0.979002,0.15,478,0.2,0.2,0.2,0.9213999,0.9065655,0.9076289,39,0.93350065,0.92400295,0.009497702,False,0.92400295,0.92400295,True,False
76,/home/lux1/noise/train/0003/847fea50a61c4d6c854f60f7ac93b551.jpg,f477c87b28ebd24dd870a3274dac04a518fc48b61ecbbf57d30cd535dd6c24e4,3,3,301,301,False,False,both_wrong,0.56545955,0.6818789,0.34875268,0.5020451,1.4874828,0.97515076,0.0063015427,2.6539386e-05,5.066961,10.5368805,1.3874077,1.4276769,301,301,True,True,0.021816155,0.035888202,301,301,False,False,0.9910634,0.1,301,0.35,0.35,0.35,0.88026965,0.8543046,0.8316444,301,0.85438794,0.85052896,0.0038589835,False,0.85438794,0.85438794,True,False
78,/home/lux1/noise/train/0003/930c4d6584d6440bbdefe1bef44c1ef3.jpg,befbc577a6ad85024c6299b8b91048cf934aaa842ed96ba67e1ec75694b89868,3,3,75,75,False,False,both_wrong,0.25040343,0.617047,0.07489726,0.5013598,2.8232071,1.5591913,0.06481961,2.9942457e-05,2.7361472,10.416233,1.2181469,1.427598,456,75,False,True,0.036542803,0.0750559,456,75,False,False,0.9932577,0.05,75,0.3,0.3,0.3,0.9002445,0.8836316,0.86324126,75,0.90848386,0.89254844,0.015935421,False,0.90848386,0.90848386,True,False
79,/home/lux1/noise/train/0003/a8f22a3f76de4cf3a6a8ce33f007b14c.jpg,283aada903e19b1a5f02731503526db3e3342cb2c32176a0378e6f519e285c45,3,3,40,33,False,False,both_wrong,0.13746342,0.70370543,0.028520986,0.6275057,3.6171792,1.4255602,0.0006405876,1.0853495e-05,7.3531246,11.431024,1.4202633,1.4280931,468,33,False,True,0.042190358,0.0305022,468,33,False,False,0.97842455,0.0,422,0.15,0.0,0.0,0.89576143,0.8715373,0.7685482,33,0.82199377,0.8129471,0.009046674,False,0.7942611,0.82199377,True,False
80,/home/lux1/noise/train/0003/af248489e9994246a412d71d1d6683fb.jpg,17b22cdac515272cc0a57f2da25dc7f586f77156a920b543618487b46d0f18fa,3,3,5,28,False,False,both_wrong,0.13987748,0.28137854,0.01622466,0.01141122,3.6979198,2.0986705,0.0699193,0.0011552939,2.6604135,6.7634006,1.2066905,1.4160173,138,212,False,False,0.04793139,0.047016986,5,28,False,False,0.9688805,0.1,176,0.2,0.1,0.1,0.94760936,0.87545985,0.56357914,233,0.6045956,0.6008692,0.0037264228,False,0.5715017,0.55749476,True,False
81,/home/lux1/noise/train/0003/e6b532e6fa17442fac5954e61a129ad5.jpg,18eed5ad8f464e0c8974f625680917b72b869ead688209aa7136f35d696bb953,3,3,302,302,False,False,both_wrong,0.5039951,0.7570998,0.42466703,0.6477114,2.3554883,0.9567656,0.0793281,0.0057655284,2.534163,5.1558585,1.1861892,1.3898911,302,302,True,True,0.03574448,0.08526519,302,302,False,False,0.98948514,0.2,3,0.2,0.05,0.05,0.9148018,0.887023,0.86870176,302,0.8857333,0.8844994,0.0012339354,False,0.8857333,0.8857333,True,False
82,/home/lux1/noise/train/0003/ee2a769f51f54bef9b1a1af2105518ce.jpg,5b9505cc4bb67c1830a0274a4e06c1b79fc532c5cceb00d3c314347ff04e6d65,3,3,332,311,False,False,both_wrong,0.51721406,0.5201266,0.3955078,0.31808653,2.0596955,1.4550171,0.05660757,3.0673797e-07,2.8716125,14.997272,1.2371837,1.428532,332,332,True,False,0.065829195,0.13227569,332,332,False,False,0.96838295,0.0,411,0.35,0.15,0.0,0.8497343,0.83566666,0.79165566,411,0.845895,0.8387387,0.0071563125,False,0.8384797,0.8334499,True,False
105,/home/lux1/noise/train/0005/02c64ec6f00d4141b4222abd0486826c.jpg,23b8e92acb93499803f63c46e95f43c12cc888619ea0b8f5029725a10a2ce870,5,5,452,452,False,False,both_wrong,0.20532835,0.26091334,0.06375943,0.064991266,3.1874034,2.0882647,0.00018266364,2.5524787e-06,8.607864,12.878446,1.4251195,1.4283978,452,298,True,False,0.015146033,0.031736884,452,298,False,False,0.9924664,0.0,341,0.3,0.0,0.0,0.90740865,0.8964621,0.842322,341,0.9069674,0.89986104,0.007106364,False,0.89986104,0.89986104,True,False
106,/home/lux1/noise/train/0005/0802599d7a3c481b96709e01c3494485.jpg,e9e2fedfc973f638a7eb9971ee3857d697dd6d880b039ba90ef49cd568ee1e10,5,5,408,398,False,False,both_wrong,0.119474955,0.36661175,0.00742615,0.042268902,3.8855877,1.9358107,0.112048805,0.14556041,2.1888208,1.9271641,1.1199068,1.0578631,408,398,True,True,0.054732233,0.075044274,408,398,False,False,0.9813379,0.0,268,0.1,0.05,0.0,0.89878935,0.8819288,0.8470181,235,0.84956867,0.8484321,0.0011365414,False,0.84294885,0.8122413,True,False
107,/home/lux1/noise/train/0005/0b0ef9466db84f9ab6e37b970a07d3a2.jpg,3d7ef0e835be0db67a55d77ba814a9a40778d4cd58208f343760fad3b64d9edc,5,5,471,471,False,False,both_wrong,0.41205356,0.7150763,0.31627318,0.5855223,3.1776247,1.1225176,0.006310485,2.3484097e-05,5.0655427,10.659187,1.3873669,1.4277502,471,471,True,True,0.02711916,0.017548252,471,471,False,False,0.9816511,0.2,471,0.25,0.25,0.25,0.8660542,0.8249337,0.6895987,36,0.82736105,0.8201847,0.0071763396,False,0.8201847,0.8201847,True,False
108,/home/lux1/noise/train/0005/1672704d528747cb9ac9754d2d02264e.jpg,dc14e6a15aafc0efc7b53d9a5a34b576f19a028c4409938c67cd9cb9b67db67a,5,5,434,434,False,False,both_wrong,0.54026264,0.85045576,0.4523257,0.7854253,2.0663183,0.70360786,0.010453955,0.00060006353,4.560775,7.418475,1.3699038,1.4206347,434,434,True,True,0.04808323,0.06351407,434,434,False,False,0.9929481,0.0,411,0.15,0.05,0.05,0.9141402,0.8924273,0.85898936,434,0.88457525,0.87365526,0.010919988,False,0.88457525,0.88457525,True,False
109,/home/lux1/noise/train/0005/17271ff3ea45467882e759e37b6b7c35.jpg,e79c50fce39f9d651118d66bbeb6712747aeda7dd1ab35d481a3cede15516c53,5,5,311,311,False,False,both_wrong,0.6038296,0.79561466,0.41415724,0.65036356,1.6310731,0.7753797,0.18967238,0.14525108,1.662457,1.9292915,0.9823968,1.0584148,311,311,True,True,0.0132609755,0.015227346,311,311,False,False,0.99217606,0.0,311,0.6,0.6,0.6,0.92769563,0.9119474,0.9220794,311,0.94424284,0.92418736,0.020055473,False,0.94424284,0.94424284,True,False
110,/home/lux1/noise/train/0005/183fbfb7071d4aa4b69273c1150f590e.jpg,68bf5b3c015db365c0660cd31073b806014f4a2ccfd94657d5a468835f47eb42,5,5,233,197,False,False,both_wrong,0.1465351,0.24119446,0.058003105,0.13233425,4.109807,3.0224133,0.08853199,0.024347931,2.4243913,3.7153084,1.1668303,1.3225423,233,197,True,True,0.028017646,0.0194072,233,197,False,False,0.9880316,0.0,471,0.2,0.0,0.0,0.83612984,0.78985775,0.71840274,36,0.7884326,0.7706515,0.017781079,False,0.7615833,0.68368363,True,False
111,/home/lux1/noise/train/0005/1c435effe68a4c748e66ccdccd4d75d0.jpg,e55541d34d277e0e6f48b73ca6abb138434de244e8a72faae1cd871c3b7bac95,5,5,318,318,False,False,both_wrong,0.3088485,0.48586917,0.036609143,0.05117914,2.5070555,1.1164678,0.0001541332,1.534718e-06,8.777694,13.387164,1.4255065,1.4284497,414,414,False,False,0.043099895,0.10783225,414,414,False,False,0.99222255,0.0,318,0.2,0.2,0.2,0.9085524,0.87794304,0.80213416,318,0.8762887,0.87222266,0.00406605,False,0.8762887,0.8762887,True,False
113,/home/lux1/noise/train/0005/3fb18abb1c7144f8a27561180eba0597.jpg,e6ec499dfe3ffc7500c0d4497599b7edc4e3aa988b4190123afe2cfe8a8a16c2,5,5,245,245,False,False,both_wrong,0.6891147,0.80336607,0.59078693,0.735537,1.4479482,0.87602866,0.09832773,0.008328493,2.3194492,4.7880726,1.1468791,1.3785336,245,245,True,True,0.018954337,0.043585032,245,245,False,False,0.9909298,0.05,245,0.15,0.15,0.15,0.923808,0.8873499,0.85850596,245,0.8781203,0.8636616,0.014458716,False,0.8781203,0.8781203,True,False
117,/home/lux1/noise/train/0005/8427fd1498444bc3a4b9c989ad034b67.jpg,b74695a8fbb46089a80ef0450c9bb04c3d72115e50d89f03ad4341dc0fcf4559,5,5,84,84,False,False,both_wrong,0.22734421,0.5599837,0.10073839,0.30203363,2.9823751,1.3482462,0.00011446961,3.7238897e-07,9.075201,14.803327,1.4260827,1.4285263,84,84,True,True,0.010417461,0.005132469,84,84,False,False,0.99351215,0.05,84,0.2,0.2,0.2,0.88334846,0.8684739,0.8379672,84,0.884306,0.8793397,0.0049663186,False,0.884306,0.884306,True,False
118,/home/lux1/noise/train/0005/87e7878b09754aa7906c74f62860c0cb.jpg,baea3515591dd3ebbd67e22e4ea3596a69ae234bc074de67157923db606d6cbe,5,5,415,415,False,False,both_wrong,0.1569653,0.22564611,0.09269785,0.1263711,4.03172,3.369787,0.06384609,0.060745,2.7512798,2.8010705,1.2203642,1.2274959,415,415,True,True,0.01816244,0.026679803,415,415,False,False,0.99395895,0.3,5,0.3,0.0,0.0,0.85302824,0.8196868,0.74416167,39,0.77007806,0.7692667,0.0008113384,False,0.7363568,0.7363568,True,False
121,/home/lux1/noise/train/0005/973483a1938743069c2f012a4aa76e81.jpg,e9fe4d460e947d2d268fdaa8516e20cb7f25b1d8999e7bfc93af8b6df358f4be,5,5,318,318,False,False,both_wrong,0.33627033,0.71699566,0.19265743,0.6549247,2.6343038,1.3453351,0.10737293,0.0014720798,2.2314472,6.521079,1.1289808,1.4136965,318,318,True,True,0.11898008,0.046652704,318,318,False,False,0.97013265,0.0,318,0.5,0.5,0.5,0.9062978,0.873129,0.7395196,318,0.8382317,0.80071235,0.037519336,False,0.8382317,0.8382317,True,False
123,/home/lux1/noise/train/0005/bf20b9ee3875465f8d25e682971e4733.jpg,be29916736563f761c84a8f3205bdb52f29ed24aebfc88381be3d9e527f95829,5,5,93,93,False,False,both_wrong,0.3942934,0.92442983,0.28664082,0.8757264,2.9979663,0.41361082,0.008319243,0.0011550095,4.789184,6.7636466,1.3785725,1.4160194,93,93,True,True,0.0879775,0.09295452,93,93,False,False,0.95630234,0.1,5,0.1,0.1,0.1,0.8334673,0.80980444,0.78050625,233,0.8230109,0.81094396,0.01206696,False,0.79826677,0.79826677,True,False
124,/home/lux1/noise/train/0005/dcb74545a4ec4b00984d2caf0ca71c71.jpg,3b64de44bbae1acf87100cb9e882d737f81b6260ce29d087c0debd6e9382cc92,5,5,468,245,False,False,both_wrong,0.21321356,0.2518737,0.08185944,0.1114019,3.3749156,2.7777493,0.07341809,0.13911247,2.611585,1.9724727,1.1989756,1.0694361,239,245,False,True,0.024832444,0.030707318,239,245,False,False,0.9903813,0.05,309,0.1,0.0,0.05,0.92294437,0.8884486,0.86654234,27,0.8764185,0.87121284,0.0052056313,False,0.7918427,0.85284936,True,False
126,/home/lux1/noise/train/0006/2ab1986dc38b4220b4a1c42dafccb53c.jpg,ec1dfdc36cb97c5a984367c5825fd73757497842b1156ed2de08b2b75f5da4ed,6,6,11,457,False,False,both_wrong,0.4232317,0.5980737,0.27390438,0.49424544,2.6132476,1.9288678,0.013072183,3.0022311e-05,4.337269,10.413569,1.3599681,1.4275962,67,67,False,False,0.105159745,0.19444194,11,457,False,False,0.9638723,0.0,67,0.2,0.05,0.0,0.8609575,0.8469342,0.7383135,242,0.82160014,0.8213368,0.00026333332,False,0.7632236,0.8018683,True,False
127,/home/lux1/noise/train/0006/3806f94609cc4c0f9c7fe0ed285038b2.jpg,961484c37605a42f0cc54613ff73c83d42825533a2d01761373ef8048c2f1fa6,6,6,11,457,False,False,both_wrong,0.3005725,0.35837576,0.027266651,0.08374426,2.57859,2.2240152,0.020260435,9.063305e-05,3.8990853,9.308692,1.3353413,1.426458,11,457,True,True,0.052019127,0.058025345,11,457,False,False,0.95550513,0.0,67,0.25,0.05,0.0,0.8831008,0.8595851,0.77159154,242,0.82394505,0.8211609,0.002784133,False,0.791953,0.8148249,True,False
133,/home/lux1/noise/train/0006/9d2cf0a3874b49ce94985a8f42b940d8.jpg,18028e27dfa58dcdcaa53f026bf6c2792458e151094b4d063a50d0dbea30bea9,6,6,87,310,False,False,both_wrong,0.365939,0.47502092,0.24131888,0.36847213,2.9279513,2.4382603,0.035688106,7.389733e-07,3.3329377,14.118004,1.2900017,1.4284985,87,310,True,True,0.01562593,0.03243887,87,310,False,False,0.99278927,0.05,291,0.25,0.2,0.0,0.95029855,0.9139808,0.5318537,212,0.64453596,0.6429668,0.0015691519,False,0.5528588,0.599127,True,False
